cc_p20,cc_p40,cc_p60,cc_p80,cc_default,date,x,y,cc_p20_perc,cc_p40_perc,cc_p60_perc,cc_p80_perc,cc_default_perc,harvested,ndvi
137551,100484,86784,72486,110444,2017-12-17,6656,9216,52.5,38.3,33.1,27.7,42.1,506,0.5635412828193151
21733,13810,8605,5700,15870,2017-12-27,6656,9216,8.3,5.3,3.3,2.2,6.1,194,0.5772995930827884
209910,159789,141913,125473,169299,2018-01-06,6656,9216,80.1,61.0,54.1,47.9,64.6,58,0.4254447976789963
259341,246852,223530,176658,252150,2018-01-26,6656,9216,98.9,94.2,85.3,67.4,96.2,58,0.21360505339157904
258416,251121,230141,197272,254912,2018-02-15,6656,9216,98.6,95.8,87.8,75.3,97.2,237,0.3887356804728082
128154,110177,98160,84529,120443,2018-03-17,6656,9216,48.9,42.0,37.4,32.2,45.9,240,0.5187357129652623
261311,247783,224157,185815,253573,2018-04-16,6656,9216,99.7,94.5,85.5,70.9,96.7,344,0.25056775082991106
13,1,0,0,0,2018-04-26,6656,9216,0.0,0.0,0.0,0.0,0.0,658,0.6864838187444263
74784,42305,31205,21752,47461,2018-05-06,6656,9216,28.5,16.1,11.9,8.3,18.1,733,0.5245784872667782
16710,9863,7068,5030,11468,2018-05-26,6656,9216,6.4,3.8,2.7,1.9,4.4,1245,0.4572204772072702
16,0,0,0,0,2018-06-05,6656,9216,0.0,0.0,0.0,0.0,0.0,1776,0.5762539451785098
138514,100647,82805,63821,112285,2018-06-15,6656,9216,52.8,38.4,31.6,24.3,42.8,1721,0.444111607006456
11390,2025,422,57,2112,2018-06-25,6656,9216,4.3,0.8,0.2,0.0,0.8,2844,0.4192732486582657
48983,16356,9242,5385,17224,2018-07-05,6656,9216,18.7,6.2,3.5,2.1,6.6,6161,0.37198673003792826
71,3,0,0,0,2018-07-15,6656,9216,0.0,0.0,0.0,0.0,0.0,7267,0.37601002726154426
56,3,0,0,0,2018-07-25,6656,9216,0.0,0.0,0.0,0.0,0.0,8629,0.3046079883043088
17300,12540,9118,5427,15263,2018-08-04,6656,9216,6.6,4.8,3.5,2.1,5.8,9427,0.26501947213182936
26,0,0,0,0,2018-08-14,6656,9216,0.0,0.0,0.0,0.0,0.0,9744,0.27265600089522085
1359,789,379,100,1069,2018-08-24,6656,9216,0.5,0.3,0.1,0.0,0.4,10602,0.24905234700063744
0,0,0,0,0,2018-09-03,6656,9216,0.0,0.0,0.0,0.0,0.0,11772,0.2532350107315954
146378,109542,97492,84387,120697,2018-09-13,6656,9216,55.8,41.8,37.2,32.2,46.0,10306,0.16616979543907412
223420,164008,144034,131801,179056,2018-10-03,6656,9216,85.2,62.6,54.9,50.3,68.3,5587,0.16202224468220194
60629,49579,43971,37943,55310,2018-10-23,6656,9216,23.1,18.9,16.8,14.5,21.1,9028,0.2084372684876452
37963,30999,26938,22790,34580,2018-11-02,6656,9216,14.5,11.8,10.3,8.7,13.2,6371,0.2252294071705118
44097,33134,29034,25208,37599,2018-11-12,6656,9216,16.8,12.6,11.1,9.6,14.3,8339,0.22491803564704085
3731,2761,2093,1383,3273,2018-11-22,6656,9216,1.4,1.1,0.8,0.5,1.2,8409,0.2612347898806163
75887,51550,45459,40857,57483,2018-12-02,6656,9216,28.9,19.7,17.3,15.6,21.9,7551,0.2709367231560351
254313,231803,212965,203240,237623,2019-01-01,6656,9216,97.0,88.4,81.2,77.5,90.6,83,0.13817607959593214
43964,31561,24888,18324,36785,2019-01-21,6656,9216,16.8,12.0,9.5,7.0,14.0,276,0.6163349982795298
116,3,0,0,0,2019-02-20,6656,9216,0.0,0.0,0.0,0.0,0.0,224,0.629438361567169
136079,115849,106242,97318,121594,2019-03-02,6656,9216,51.9,44.2,40.5,37.1,46.4,869,0.5814987122960782
51,1,0,0,0,2019-03-12,6656,9216,0.0,0.0,0.0,0.0,0.0,892,0.6615252266835858
74897,57696,43816,28124,62721,2019-04-11,6656,9216,28.6,22.0,16.7,10.7,23.9,310,0.5656158682017749
167304,117398,81624,53482,127793,2019-04-21,6656,9216,63.8,44.8,31.1,20.4,48.7,727,0.4601336960406685
166775,129312,107302,81982,135682,2019-05-01,6656,9216,63.6,49.3,40.9,31.3,51.8,11,0.3076485307758217
101,3,0,0,0,2019-05-11,6656,9216,0.0,0.0,0.0,0.0,0.0,493,0.6278848702791108
189222,149092,126971,100417,154221,2019-05-21,6656,9216,72.2,56.9,48.4,38.3,58.8,424,0.4311566407505402
262144,262144,262143,260836,262144,2019-06-10,6656,9216,100.0,100.0,100.0,99.5,100.0,140,0.1345842170033147
66,1,0,0,0,2019-06-20,6656,9216,0.0,0.0,0.0,0.0,0.0,1572,0.5840712327903993
190,8,0,0,0,2019-06-30,6656,9216,0.1,0.0,0.0,0.0,0.0,1683,0.5529122323298643
88,6,0,0,0,2019-07-20,6656,9216,0.0,0.0,0.0,0.0,0.0,3194,0.4892029317824693
10999,6509,4591,3010,7916,2019-07-30,6656,9216,4.2,2.5,1.8,1.1,3.0,6639,0.3523145585195027
20,1,0,0,0,2019-08-09,6656,9216,0.0,0.0,0.0,0.0,0.0,6897,0.36555574615581815
262144,262144,262144,262144,262144,2016-12-22,6656,9728,100.0,100.0,100.0,100.0,100.0,461,0.15435889984281928
204798,192520,183232,167710,197144,2017-01-01,6656,9728,78.1,73.4,69.9,64.0,75.2,1894,0.22056016085419336
106216,89193,74785,59555,96519,2017-01-11,6656,9728,40.5,34.0,28.5,22.7,36.8,304,0.5224926934969473
178377,121145,99861,77024,130319,2017-02-10,6656,9728,68.0,46.2,38.1,29.4,49.7,968,0.5327807521540319
32876,24523,17246,11564,27250,2017-02-20,6656,9728,12.5,9.4,6.6,4.4,10.4,1328,0.6637049641705582
91195,68214,50572,33243,76287,2017-03-02,6656,9728,34.8,26.0,19.3,12.7,29.1,704,0.5850254814285767
178416,153035,134712,115373,167008,2017-03-12,6656,9728,68.1,58.4,51.4,44.0,63.7,1000,0.3479546698652467
88,3,0,0,0,2017-04-01,6656,9728,0.0,0.0,0.0,0.0,0.0,1056,0.6370051922068816
16,1,0,0,0,2017-04-11,6656,9728,0.0,0.0,0.0,0.0,0.0,690,0.6297202277570975
262143,262022,261257,258161,262144,2017-05-01,6656,9728,100.0,100.0,99.7,98.5,100.0,1527,0.16822340920499212
25,4,0,0,0,2017-05-11,6656,9728,0.0,0.0,0.0,0.0,0.0,2986,0.6462247095974847
8106,4935,2868,860,6621,2017-05-21,6656,9728,3.1,1.9,1.1,0.3,2.5,2958,0.6277184564046683
129099,117385,106772,97042,125266,2017-05-31,6656,9728,49.2,44.8,40.7,37.0,47.8,5321,0.4125479285198905
44,0,0,0,0,2017-06-20,6656,9728,0.0,0.0,0.0,0.0,0.0,3345,0.5737849455718449
239576,168291,140379,119709,180403,2017-07-10,6656,9728,91.4,64.2,53.6,45.7,68.8,3555,0.24029418540718175
41,2,0,0,0,2017-07-20,6656,9728,0.0,0.0,0.0,0.0,0.0,7289,0.5207660021597262
151222,101117,89151,78009,110270,2017-07-30,6656,9728,57.7,38.6,34.0,29.8,42.1,14715,0.33292891229341703
2,0,0,0,0,2017-08-09,6656,9728,0.0,0.0,0.0,0.0,0.0,13430,0.4243230161559804
0,0,0,0,0,2017-08-19,6656,9728,0.0,0.0,0.0,0.0,0.0,14346,0.3910328618576524
0,0,0,0,0,2017-09-08,6656,9728,0.0,0.0,0.0,0.0,0.0,28922,0.3068277437762565
241673,222208,209350,199296,226960,2017-09-18,6656,9728,92.2,84.8,79.9,76.0,86.6,2918,0.04206251662753235
0,0,0,0,0,2017-09-28,6656,9728,0.0,0.0,0.0,0.0,0.0,35900,0.2616287872325602
102001,84686,78942,72974,91824,2017-10-08,6656,9728,38.9,32.3,30.1,27.8,35.0,24422,0.18718695389525672
17,2,0,0,0,2017-10-28,6656,9728,0.0,0.0,0.0,0.0,0.0,14831,0.3207596453296873
32147,24785,20134,13725,29374,2017-11-07,6656,9728,12.3,9.5,7.7,5.2,11.2,8480,0.3735373140901444
257231,243154,230861,215506,249208,2017-11-17,6656,9728,98.1,92.8,88.1,82.2,95.1,406,0.10846374466254242
209744,185448,172853,160673,194871,2017-11-27,6656,9728,80.0,70.7,65.9,61.3,74.3,1510,0.1324096481720864
2684,1861,1450,910,2276,2017-12-07,6656,9728,1.0,0.7,0.6,0.3,0.9,462,0.5484917608801289
243759,230808,221915,211520,237125,2017-12-17,6656,9728,93.0,88.0,84.7,80.7,90.5,1786,0.13058801510969986
95132,72765,55154,38752,82236,2017-12-27,6656,9728,36.3,27.8,21.0,14.8,31.4,827,0.4282000919584682
194073,148696,125803,100043,156787,2018-01-06,6656,9728,74.0,56.7,48.0,38.2,59.8,1020,0.35734191705550955
262029,260957,259103,251478,261749,2018-01-26,6656,9728,100.0,99.5,98.8,95.9,99.8,487,0.06619267994613214
261989,260594,254596,241387,261682,2018-02-15,6656,9728,99.9,99.4,97.1,92.1,99.8,1976,0.2867845993512238
78197,66842,58353,49043,73999,2018-03-17,6656,9728,29.8,25.5,22.3,18.7,28.2,229,0.615341532591304
261237,240072,216341,181662,247509,2018-04-16,6656,9728,99.7,91.6,82.5,69.3,94.4,764,0.16018770170572014
9,0,0,0,0,2018-04-26,6656,9728,0.0,0.0,0.0,0.0,0.0,770,0.6803144070060376
162375,108814,89254,72989,118591,2018-05-06,6656,9728,61.9,41.5,34.0,27.8,45.2,2574,0.5501812206864267
67617,42556,32743,24537,47817,2018-05-26,6656,9728,25.8,16.2,12.5,9.4,18.2,2256,0.4840206350942136
11,0,0,0,0,2018-06-05,6656,9728,0.0,0.0,0.0,0.0,0.0,4848,0.5470275087375537
111202,76203,63882,51320,86296,2018-06-15,6656,9728,42.4,29.1,24.4,19.6,32.9,6304,0.3152244938032921
3998,47,0,0,0,2018-06-25,6656,9728,1.5,0.0,0.0,0.0,0.0,20480,0.3969380608816802
11385,6759,4990,3303,8147,2018-07-05,6656,9728,4.3,2.6,1.9,1.3,3.1,22798,0.3851837481472166
35,8,3,0,0,2018-07-15,6656,9728,0.0,0.0,0.0,0.0,0.0,26665,0.3757048445451279
55,3,0,0,0,2018-07-25,6656,9728,0.0,0.0,0.0,0.0,0.0,28086,0.3392745573756676
1107,341,88,0,411,2018-08-04,6656,9728,0.4,0.1,0.0,0.0,0.2,32037,0.291303156896011
4,0,0,0,0,2018-08-14,6656,9728,0.0,0.0,0.0,0.0,0.0,35489,0.28259511064459736
29762,21216,16077,12077,24596,2018-08-24,6656,9728,11.4,8.1,6.1,4.6,9.4,37167,0.22190729948967566
5,1,0,0,0,2018-09-03,6656,9728,0.0,0.0,0.0,0.0,0.0,41449,0.24891056568900916
125490,88162,79823,71770,96979,2018-09-13,6656,9728,47.9,33.6,30.5,27.4,37.0,33464,0.17074926916251054
192219,133733,115764,105901,147279,2018-10-03,6656,9728,73.3,51.0,44.2,40.4,56.2,32118,0.14855895831829535
149083,128896,118854,107574,140705,2018-10-23,6656,9728,56.9,49.2,45.3,41.0,53.7,19638,0.1029162083413978
103229,87113,78611,70365,97119,2018-11-02,6656,9728,39.4,33.2,30.0,26.8,37.0,32187,0.18464697311581926
110955,85378,75745,66855,95561,2018-11-12,6656,9728,42.3,32.6,28.9,25.5,36.5,26866,0.18582345082069027
81184,66914,59699,51323,71281,2018-11-22,6656,9728,31.0,25.5,22.8,19.6,27.2,22540,0.17105135131724378
49238,34202,31164,28586,37121,2018-12-02,6656,9728,18.8,13.0,11.9,10.9,14.2,31625,0.2469435331517884
262116,262052,261926,261299,262144,2019-01-01,6656,9728,100.0,100.0,99.9,99.7,100.0,0,0.01584076206556843
82661,53767,42983,32762,61242,2019-01-21,6656,9728,31.5,20.5,16.4,12.5,23.4,839,0.5656895832547166
65,0,0,0,0,2019-02-20,6656,9728,0.0,0.0,0.0,0.0,0.0,1178,0.6266324976613804
100517,87105,78940,69936,92341,2019-03-02,6656,9728,38.3,33.2,30.1,26.7,35.2,1051,0.2746377216352017
19,0,0,0,0,2019-03-12,6656,9728,0.0,0.0,0.0,0.0,0.0,331,0.6746491772561629
27414,20129,15644,10396,22074,2019-04-11,6656,9728,10.5,7.7,6.0,4.0,8.4,1248,0.5596413111153363
109998,96590,86983,75108,101325,2019-04-21,6656,9728,42.0,36.8,33.2,28.7,38.7,1139,0.18497478155885747
175986,155587,133542,100225,162404,2019-05-01,6656,9728,67.1,59.4,50.9,38.2,62.0,1,0.4480773945781889
23,5,1,0,0,2019-05-11,6656,9728,0.0,0.0,0.0,0.0,0.0,1440,0.6369553234131355
260933,251527,226807,167850,256517,2019-05-21,6656,9728,99.5,95.9,86.5,64.0,97.9,98,0.35072993818123754
262141,260751,254747,238557,261467,2019-06-10,6656,9728,100.0,99.5,97.2,91.0,99.7,242,0.1422585020372157
31,0,0,0,0,2019-06-20,6656,9728,0.0,0.0,0.0,0.0,0.0,2749,0.6084755835955921
57,4,0,0,0,2019-06-30,6656,9728,0.0,0.0,0.0,0.0,0.0,6213,0.5560791140984558
31,1,0,0,0,2019-07-20,6656,9728,0.0,0.0,0.0,0.0,0.0,7313,0.5173205772865813
1348,510,183,15,643,2019-07-30,6656,9728,0.5,0.2,0.1,0.0,0.2,9646,0.4690601367756098
13,0,0,0,0,2019-08-09,6656,9728,0.0,0.0,0.0,0.0,0.0,12549,0.4574315424954041
252866,236450,227289,216294,241605,2016-12-22,6656,10240,96.5,90.2,86.7,82.5,92.2,675,0.22878564298528326
166981,136291,106441,44824,146595,2017-01-01,6656,10240,63.7,52.0,40.6,17.1,55.9,969,0.5082429521501184
140723,116020,92035,61242,130485,2017-01-11,6656,10240,53.7,44.3,35.1,23.4,49.8,828,0.4878686754153213
246964,225888,208887,187813,234721,2017-02-10,6656,10240,94.2,86.2,79.7,71.6,89.5,332,0.2453233473593523
40564,17708,8449,3542,19717,2017-02-20,6656,10240,15.5,6.8,3.2,1.4,7.5,706,0.6909409196950499
59956,44671,34326,23071,49208,2017-03-02,6656,10240,22.9,17.0,13.1,8.8,18.8,646,0.5452896417167243
100100,83176,69952,55658,92281,2017-03-12,6656,10240,38.2,31.7,26.7,21.2,35.2,1040,0.4286944148889581
54,0,0,0,0,2017-04-01,6656,10240,0.0,0.0,0.0,0.0,0.0,1420,0.6311777031269025
39,4,0,0,0,2017-04-11,6656,10240,0.0,0.0,0.0,0.0,0.0,1346,0.6213778178132546
262144,262144,262144,262137,262144,2017-05-01,6656,10240,100.0,100.0,100.0,100.0,100.0,0,0.06034646169816338
16,4,1,0,0,2017-05-11,6656,10240,0.0,0.0,0.0,0.0,0.0,1701,0.6547096644477187
55,0,0,0,0,2017-05-21,6656,10240,0.0,0.0,0.0,0.0,0.0,1778,0.6351931027917773
952,340,229,156,392,2017-05-31,6656,10240,0.4,0.1,0.1,0.1,0.1,1711,0.6339522987369131
35,3,0,0,0,2017-06-20,6656,10240,0.0,0.0,0.0,0.0,0.0,1881,0.609476383418079
256544,213833,176479,159023,222473,2017-07-10,6656,10240,97.9,81.6,67.3,60.7,84.9,1703,0.25313233392455564
11,1,0,0,0,2017-07-20,6656,10240,0.0,0.0,0.0,0.0,0.0,3475,0.5563566699139123
139834,85254,73839,63282,94378,2017-07-30,6656,10240,53.3,32.5,28.2,24.1,36.0,5005,0.3941332825530047
1,0,0,0,0,2017-08-09,6656,10240,0.0,0.0,0.0,0.0,0.0,6033,0.4389524359495383
0,0,0,0,0,2017-08-19,6656,10240,0.0,0.0,0.0,0.0,0.0,5754,0.4141727843403632
2,0,0,0,0,2017-09-08,6656,10240,0.0,0.0,0.0,0.0,0.0,7708,0.338584224925444
251450,192632,169357,152352,203707,2017-09-18,6656,10240,95.9,73.5,64.6,58.1,77.7,2045,0.07294346713059957
0,0,0,0,0,2017-09-28,6656,10240,0.0,0.0,0.0,0.0,0.0,7288,0.3154554688464256
188755,151434,139003,127449,163006,2017-10-08,6656,10240,72.0,57.8,53.0,48.6,62.2,5649,0.3217030073449452
9,1,0,0,0,2017-10-28,6656,10240,0.0,0.0,0.0,0.0,0.0,4662,0.3701587548023355
94854,76493,65877,52690,86748,2017-11-07,6656,10240,36.2,29.2,25.1,20.1,33.1,1636,0.4084865928387129
260967,255576,248964,241104,258302,2017-11-17,6656,10240,99.6,97.5,95.0,92.0,98.5,11,0.01665202846008434
204124,174919,162322,148956,184228,2017-11-27,6656,10240,77.9,66.7,61.9,56.8,70.3,196,0.07262026086619476
423,242,107,5,328,2017-12-07,6656,10240,0.2,0.1,0.0,0.0,0.1,3229,0.47919334817771503
95974,76302,69379,61760,82451,2017-12-17,6656,10240,36.6,29.1,26.5,23.6,31.5,1216,0.35714800257315965
105012,75716,50366,33482,88418,2017-12-27,6656,10240,40.1,28.9,19.2,12.8,33.7,1393,0.3873605509490749
208368,170550,148278,115979,177296,2018-01-06,6656,10240,79.5,65.1,56.6,44.2,67.6,471,0.4395049104718077
262144,262141,262064,261688,262144,2018-01-26,6656,10240,100.0,100.0,100.0,99.8,100.0,0,-0.01254770554642533
262111,261668,258049,248490,262108,2018-02-15,6656,10240,100.0,99.8,98.4,94.8,100.0,990,0.3360713740169873
102665,89241,79423,67708,97787,2018-03-17,6656,10240,39.2,34.0,30.3,25.8,37.3,485,0.4830886581345806
261984,254191,240370,220046,257412,2018-04-16,6656,10240,99.9,97.0,91.7,83.9,98.2,393,0.08926556618221558
17,1,0,0,0,2018-04-26,6656,10240,0.0,0.0,0.0,0.0,0.0,1453,0.6559548855600046
219261,164106,135478,110223,178621,2018-05-06,6656,10240,83.6,62.6,51.7,42.0,68.1,403,0.33482418958737825
14192,8570,6549,4530,9340,2018-05-26,6656,10240,5.4,3.3,2.5,1.7,3.6,2329,0.5687667044028024
12,0,0,0,0,2018-06-05,6656,10240,0.0,0.0,0.0,0.0,0.0,2540,0.5844946888519693
120322,85966,69245,53285,96840,2018-06-15,6656,10240,45.9,32.8,26.4,20.3,36.9,2003,0.3349593556231029
8368,650,19,0,716,2018-06-25,6656,10240,3.2,0.2,0.0,0.0,0.3,3549,0.4950377923448273
31126,14242,8955,6386,16116,2018-07-05,6656,10240,11.9,5.4,3.4,2.4,6.1,3061,0.476280506166577
74,1,0,0,0,2018-07-15,6656,10240,0.0,0.0,0.0,0.0,0.0,6424,0.4239828962922348
251,1,0,0,0,2018-07-25,6656,10240,0.1,0.0,0.0,0.0,0.0,6516,0.3859926550497547
264,20,0,0,0,2018-08-04,6656,10240,0.1,0.0,0.0,0.0,0.0,6652,0.3510517900669716
9,0,0,0,0,2018-08-14,6656,10240,0.0,0.0,0.0,0.0,0.0,7161,0.3385522951516437
11289,5658,2987,1219,7183,2018-08-24,6656,10240,4.3,2.2,1.1,0.5,2.7,9682,0.23489866703948906
4,0,0,0,0,2018-09-03,6656,10240,0.0,0.0,0.0,0.0,0.0,11152,0.2787960814981696
119130,82186,72068,62453,92534,2018-09-13,6656,10240,45.4,31.4,27.5,23.8,35.3,7400,0.1662183244806988
249473,208336,197673,189586,219769,2018-10-03,6656,10240,95.2,79.5,75.4,72.3,83.8,4259,0.10008941647278098
173516,149082,139261,129157,159711,2018-10-23,6656,10240,66.2,56.9,53.1,49.3,60.9,1346,0.05156774086181155
145854,123271,111264,98738,135896,2018-11-02,6656,10240,55.6,47.0,42.4,37.7,51.8,8342,0.2575962116005007
176516,147607,138649,131012,157333,2018-11-12,6656,10240,67.3,56.3,52.9,50.0,60.0,8054,0.2559133481963018
55425,37371,27053,16887,43531,2018-11-22,6656,10240,21.1,14.3,10.3,6.4,16.6,4815,0.20821339500053526
6357,1794,1285,747,2369,2018-12-02,6656,10240,2.4,0.7,0.5,0.3,0.9,6915,0.2880869530179461
253327,198703,170563,156732,208375,2019-01-01,6656,10240,96.6,75.8,65.1,59.8,79.5,191,0.07057570448196204
225529,169609,152060,133859,181238,2019-01-21,6656,10240,86.0,64.7,58.0,51.1,69.1,987,0.4798162631911254
14,0,0,0,0,2019-02-20,6656,10240,0.0,0.0,0.0,0.0,0.0,460,0.6287310065369065
206743,179549,154305,119058,191532,2019-03-02,6656,10240,78.9,68.5,58.9,45.4,73.1,74,0.26190390094921256
15,0,0,0,0,2019-03-12,6656,10240,0.0,0.0,0.0,0.0,0.0,25,0.702887389587937
255141,234124,219987,198268,239394,2019-04-11,6656,10240,97.3,89.3,83.9,75.6,91.3,382,0.296578505386952
243089,202593,173394,127008,213240,2019-04-21,6656,10240,92.7,77.3,66.1,48.4,81.3,191,0.21687293637540306
260435,250647,239330,216778,254324,2019-05-01,6656,10240,99.3,95.6,91.3,82.7,97.0,5,0.2565258011538772
17,1,0,0,0,2019-05-11,6656,10240,0.0,0.0,0.0,0.0,0.0,790,0.6841370168818152
261276,253150,244518,216950,255029,2019-05-21,6656,10240,99.7,96.6,93.3,82.8,97.3,14,0.12095636207455675
261950,259842,250708,221865,261129,2019-06-10,6656,10240,99.9,99.1,95.6,84.6,99.6,34,0.17455071577788875
10,0,0,0,0,2019-06-20,6656,10240,0.0,0.0,0.0,0.0,0.0,2966,0.6156419213607074
265,8,0,0,0,2019-06-30,6656,10240,0.1,0.0,0.0,0.0,0.0,4137,0.5695208743793572
41,1,0,0,0,2019-07-20,6656,10240,0.0,0.0,0.0,0.0,0.0,4219,0.548080028911774
179,3,0,0,0,2019-07-30,6656,10240,0.1,0.0,0.0,0.0,0.0,6310,0.4645102002146234
8,0,0,0,0,2019-08-09,6656,10240,0.0,0.0,0.0,0.0,0.0,6495,0.4662170435322973
49308,29555,20946,14616,33033,2016-12-22,7168,4096,18.8,11.3,8.0,5.6,12.6,2835,0.4960941459801743
53086,41581,34505,27339,44415,2017-01-01,7168,4096,20.3,15.9,13.2,10.4,16.9,1907,0.539062867858647
231383,201093,174896,144273,210523,2017-01-11,7168,4096,88.3,76.7,66.7,55.0,80.3,0,0.16122745639081826
99878,72326,59770,48945,76475,2017-02-10,7168,4096,38.1,27.6,22.8,18.7,29.2,283,0.6806369445881251
256633,249785,242780,228416,253654,2017-02-20,7168,4096,97.9,95.3,92.6,87.1,96.8,562,0.04872850468068204
136925,91068,67389,49378,99154,2017-03-02,7168,4096,52.2,34.7,25.7,18.8,37.8,174,0.3816857868458787
12095,4971,2942,1707,4554,2017-03-12,7168,4096,4.6,1.9,1.1,0.7,1.7,509,0.7141095733273485
4120,964,353,58,128,2017-04-01,7168,4096,1.6,0.4,0.1,0.0,0.0,842,0.5436230921871388
117718,103773,98157,93104,106481,2017-04-11,7168,4096,44.9,39.6,37.4,35.5,40.6,3,0.046014898405426205
214162,178830,154631,128782,189086,2017-05-01,7168,4096,81.7,68.2,59.0,49.1,72.1,454,0.10561686227651232
9228,2155,807,179,747,2017-05-11,7168,4096,3.5,0.8,0.3,0.1,0.3,181,0.5902009999821577
150186,115075,97073,80606,125312,2017-05-21,7168,4096,57.3,43.9,37.0,30.7,47.8,69,0.3435603561716858
259924,253889,243539,221575,260883,2017-05-31,7168,4096,99.2,96.9,92.9,84.5,99.5,2340,0.2248264087947612
152227,104641,91551,82211,108014,2017-06-20,7168,4096,58.1,39.9,34.9,31.4,41.2,114,0.24836132332985006
197017,136922,111172,93593,148007,2017-07-10,7168,4096,75.2,52.2,42.4,35.7,56.5,412,0.4575694123559054
7548,1096,299,34,0,2017-07-20,7168,4096,2.9,0.4,0.1,0.0,0.0,1203,0.6052403188686424
181065,115134,88315,65387,129327,2017-07-30,7168,4096,69.1,43.9,33.7,24.9,49.3,1901,0.3449897999520397
11161,5340,3780,2516,5076,2017-08-09,7168,4096,4.3,2.0,1.4,1.0,1.9,3429,0.4850110265997646
2797,562,143,12,30,2017-08-19,7168,4096,1.1,0.2,0.1,0.0,0.0,6428,0.3839808847526575
69578,48585,40345,33274,54913,2017-09-08,7168,4096,26.5,18.5,15.4,12.7,20.9,6647,0.33327954419107314
209633,168079,152521,135149,176808,2017-09-18,7168,4096,80.0,64.1,58.2,51.6,67.4,1798,0.14551001849889555
38043,19239,15117,10892,22019,2017-09-28,7168,4096,14.5,7.3,5.8,4.2,8.4,9076,0.2220994787042717
18242,8200,5614,4106,9073,2017-10-08,7168,4096,7.0,3.1,2.1,1.6,3.5,9898,0.24876430469057
8573,2162,682,146,1503,2017-10-28,7168,4096,3.3,0.8,0.3,0.1,0.6,10865,0.24758350488354844
8719,2382,755,150,1563,2017-11-07,7168,4096,3.3,0.9,0.3,0.1,0.6,8580,0.2820597102414789
126370,85419,68676,55098,96278,2017-11-17,7168,4096,48.2,32.6,26.2,21.0,36.7,4795,0.3133842117887694
118481,91895,77454,65335,100906,2017-11-27,7168,4096,45.2,35.1,29.5,24.9,38.5,3577,0.3829758531040307
11450,4043,1833,876,3419,2017-12-07,7168,4096,4.4,1.5,0.7,0.3,1.3,1035,0.4862409142129009
127769,94083,77078,60562,107458,2017-12-17,7168,4096,48.7,35.9,29.4,23.1,41.0,258,0.4594265650999348
6653,1487,367,68,890,2017-12-27,7168,4096,2.5,0.6,0.1,0.0,0.3,1850,0.487784644047024
119073,85742,74769,64633,91638,2018-01-06,7168,4096,45.4,32.7,28.5,24.7,35.0,1121,0.1211360411638996
191143,129405,89580,57749,141781,2018-01-26,7168,4096,72.9,49.4,34.2,22.0,54.1,882,0.4340509780003357
240495,220503,200432,177133,228712,2018-02-15,7168,4096,91.7,84.1,76.5,67.6,87.2,1319,0.3141699875940617
61883,40541,31388,24276,44181,2018-03-17,7168,4096,23.6,15.5,12.0,9.3,16.9,8,0.5892793155133093
198412,152838,129735,105131,160989,2018-04-16,7168,4096,75.7,58.3,49.5,40.1,61.4,1031,0.3604822884159606
8791,1904,578,69,784,2018-04-26,7168,4096,3.4,0.7,0.2,0.0,0.3,572,0.6922455486389608
210674,165211,143751,123197,173016,2018-05-06,7168,4096,80.4,63.0,54.8,47.0,66.0,658,0.496833952256029
261392,259610,254070,238783,260707,2018-05-26,7168,4096,99.7,99.0,96.9,91.1,99.5,930,0.11559903689137195
12094,2517,799,124,730,2018-06-05,7168,4096,4.6,1.0,0.3,0.0,0.3,2086,0.6317558925095668
45213,20301,11654,6415,22621,2018-06-15,7168,4096,17.2,7.7,4.4,2.4,8.6,2105,0.6045184827008679
257484,242422,222679,195170,255219,2018-06-25,7168,4096,98.2,92.5,84.9,74.5,97.4,4545,0.1891647984696381
72894,32895,22185,14560,36777,2018-07-05,7168,4096,27.8,12.5,8.5,5.6,14.0,2167,0.5673490791711253
20111,5053,2483,1507,3338,2018-07-15,7168,4096,7.7,1.9,0.9,0.6,1.3,4184,0.5132893429716764
78065,26238,8776,1984,26879,2018-07-25,7168,4096,29.8,10.0,3.3,0.8,10.3,4584,0.4578220696081877
111385,66960,50280,37049,75690,2018-08-04,7168,4096,42.5,25.5,19.2,14.1,28.9,5207,0.3327760620863538
45911,18007,7777,1909,18182,2018-08-14,7168,4096,17.5,6.9,3.0,0.7,6.9,6653,0.3129974092274768
7039,1355,414,76,544,2018-08-24,7168,4096,2.7,0.5,0.2,0.0,0.2,7255,0.3367688792398628
2408,416,82,10,0,2018-09-03,7168,4096,0.9,0.2,0.0,0.0,0.0,9841,0.2877372418491742
108258,81095,70973,62381,86374,2018-09-13,7168,4096,41.3,30.9,27.1,23.8,32.9,9402,0.2650618577684281
196659,131349,104099,86491,150079,2018-10-03,7168,4096,75.0,50.1,39.7,33.0,57.3,10599,0.1860850432179693
19733,8197,5810,4540,7703,2018-10-23,7168,4096,7.5,3.1,2.2,1.7,2.9,14007,0.20496211246399126
33819,14708,8222,4099,16058,2018-11-02,7168,4096,12.9,5.6,3.1,1.6,6.1,12938,0.2316168834318191
59576,32700,23636,17155,35075,2018-11-12,7168,4096,22.7,12.5,9.0,6.5,13.4,10436,0.22850136505929675
50589,28602,19691,13455,31173,2018-11-22,7168,4096,19.3,10.9,7.5,5.1,11.9,9695,0.22687275129152376
