harvested,date,x,y
196,2018-05-26,6144,9728
860,2018-06-05,6144,9728
1071,2018-06-15,6144,9728
1491,2018-06-25,6144,9728
1549,2018-07-05,6144,9728
1641,2018-07-15,6144,9728
1662,2018-07-25,6144,9728
1825,2018-08-04,6144,9728
1911,2018-08-14,6144,9728
1929,2018-08-24,6144,9728
1928,2018-09-03,6144,9728
1931,2018-09-13,6144,9728
1891,2018-10-03,6144,9728
119,2018-10-23,6144,9728
1358,2018-11-02,6144,9728
1067,2018-11-12,6144,9728
1921,2018-11-22,6144,9728
1929,2018-12-02,6144,9728
0,2019-01-01,6144,9728
12,2019-01-21,6144,9728
0,2019-02-20,6144,9728
0,2019-03-02,6144,9728
0,2019-03-12,6144,9728
28,2019-04-11,6144,9728
0,2019-04-21,6144,9728
13,2019-05-01,6144,9728
48,2019-05-11,6144,9728
21,2019-05-21,6144,9728
1,2019-06-10,6144,9728
136,2019-06-20,6144,9728
189,2019-06-30,6144,9728
222,2019-07-20,6144,9728
504,2019-07-30,6144,9728
617,2019-08-09,6144,9728
675,2016-12-22,6656,10240
969,2017-01-01,6656,10240
828,2017-01-11,6656,10240
332,2017-02-10,6656,10240
706,2017-02-20,6656,10240
646,2017-03-02,6656,10240
1040,2017-03-12,6656,10240
1420,2017-04-01,6656,10240
1346,2017-04-11,6656,10240
0,2017-05-01,6656,10240
1701,2017-05-11,6656,10240
1778,2017-05-21,6656,10240
1711,2017-05-31,6656,10240
1881,2017-06-20,6656,10240
1703,2017-07-10,6656,10240
3475,2017-07-20,6656,10240
5005,2017-07-30,6656,10240
6033,2017-08-09,6656,10240
5754,2017-08-19,6656,10240
7708,2017-09-08,6656,10240
2045,2017-09-18,6656,10240
7288,2017-09-28,6656,10240
5649,2017-10-08,6656,10240
4662,2017-10-28,6656,10240
1636,2017-11-07,6656,10240
11,2017-11-17,6656,10240
196,2017-11-27,6656,10240
3229,2017-12-07,6656,10240
1216,2017-12-17,6656,10240
1393,2017-12-27,6656,10240
471,2018-01-06,6656,10240
0,2018-01-26,6656,10240
990,2018-02-15,6656,10240
485,2018-03-17,6656,10240
393,2018-04-16,6656,10240
1453,2018-04-26,6656,10240
403,2018-05-06,6656,10240
2329,2018-05-26,6656,10240
2540,2018-06-05,6656,10240
2003,2018-06-15,6656,10240
3549,2018-06-25,6656,10240
3061,2018-07-05,6656,10240
6424,2018-07-15,6656,10240
6516,2018-07-25,6656,10240
6652,2018-08-04,6656,10240
7161,2018-08-14,6656,10240
9682,2018-08-24,6656,10240
11152,2018-09-03,6656,10240
7400,2018-09-13,6656,10240
4259,2018-10-03,6656,10240
1346,2018-10-23,6656,10240
8342,2018-11-02,6656,10240
8054,2018-11-12,6656,10240
4815,2018-11-22,6656,10240
6915,2018-12-02,6656,10240
191,2019-01-01,6656,10240
987,2019-01-21,6656,10240
460,2019-02-20,6656,10240
74,2019-03-02,6656,10240
25,2019-03-12,6656,10240
382,2019-04-11,6656,10240
191,2019-04-21,6656,10240
5,2019-05-01,6656,10240
790,2019-05-11,6656,10240
14,2019-05-21,6656,10240
34,2019-06-10,6656,10240
2966,2019-06-20,6656,10240
4137,2019-06-30,6656,10240
4219,2019-07-20,6656,10240
6310,2019-07-30,6656,10240
6495,2019-08-09,6656,10240
54,2016-12-22,6656,4096
72,2017-01-01,6656,4096
10,2017-01-11,6656,4096
73,2017-02-10,6656,4096
37,2017-02-20,6656,4096
47,2017-03-02,6656,4096
3,2017-03-12,6656,4096
1,2017-04-01,6656,4096
56,2017-04-11,6656,4096
106,2017-05-01,6656,4096
4,2017-05-11,6656,4096
1,2017-05-21,6656,4096
780,2017-05-31,6656,4096
197,2017-06-20,6656,4096
343,2017-07-10,6656,4096
249,2017-07-20,6656,4096
47,2017-07-30,6656,4096
256,2017-08-09,6656,4096
625,2017-08-19,6656,4096
1652,2017-09-08,6656,4096
767,2017-09-18,6656,4096
1300,2017-09-28,6656,4096
2114,2017-10-08,6656,4096
1320,2017-10-28,6656,4096
1500,2017-11-07,6656,4096
400,2017-11-17,6656,4096
1048,2017-11-27,6656,4096
241,2017-12-07,6656,4096
25,2017-12-17,6656,4096
19,2017-12-27,6656,4096
95,2018-01-06,6656,4096
0,2018-01-26,6656,4096
163,2018-02-15,6656,4096
0,2018-03-17,6656,4096
16,2018-04-16,6656,4096
7,2018-04-26,6656,4096
125,2018-05-06,6656,4096
126,2018-05-26,6656,4096
879,2018-06-05,6656,4096
826,2018-06-15,6656,4096
812,2018-06-25,6656,4096
70,2018-07-05,6656,4096
855,2018-07-15,6656,4096
401,2018-07-25,6656,4096
906,2018-08-04,6656,4096
1437,2018-08-14,6656,4096
2487,2018-08-24,6656,4096
2378,2018-09-03,6656,4096
1540,2018-09-13,6656,4096
1633,2018-10-03,6656,4096
1876,2018-10-23,6656,4096
1155,2018-11-02,6656,4096
1803,2018-11-12,6656,4096
888,2018-11-22,6656,4096
1750,2018-12-02,6656,4096
29,2019-01-01,6656,4096
112,2019-01-21,6656,4096
422,2019-02-20,6656,4096
251,2019-03-02,6656,4096
248,2019-03-12,6656,4096
24,2019-04-11,6656,4096
46,2019-04-21,6656,4096
181,2019-05-01,6656,4096
7,2019-05-11,6656,4096
105,2019-05-21,6656,4096
178,2019-06-10,6656,4096
446,2019-06-20,6656,4096
613,2019-06-30,6656,4096
513,2019-07-20,6656,4096
401,2019-07-30,6656,4096
564,2019-08-09,6656,4096
16657,2016-12-22,6656,4608
8179,2017-01-01,6656,4608
2618,2017-01-11,6656,4608
1512,2017-02-10,6656,4608
2133,2017-02-20,6656,4608
1299,2017-03-02,6656,4608
2605,2017-03-12,6656,4608
4772,2017-04-01,6656,4608
4064,2017-04-11,6656,4608
2684,2017-05-01,6656,4608
3101,2017-05-11,6656,4608
1341,2017-05-21,6656,4608
22650,2017-05-31,6656,4608
5652,2017-06-20,6656,4608
3967,2017-07-10,6656,4608
13551,2017-07-20,6656,4608
6242,2017-07-30,6656,4608
26820,2017-08-09,6656,4608
30009,2017-08-19,6656,4608
45055,2017-09-08,6656,4608
57469,2017-09-18,6656,4608
56443,2017-09-28,6656,4608
59379,2017-10-08,6656,4608
59239,2017-10-28,6656,4608
37747,2017-11-07,6656,4608
9930,2017-11-17,6656,4608
6137,2017-11-27,6656,4608
4263,2017-12-07,6656,4608
2089,2017-12-17,6656,4608
2795,2017-12-27,6656,4608
3781,2018-01-06,6656,4608
1603,2018-01-26,6656,4608
6883,2018-02-15,6656,4608
995,2018-03-17,6656,4608
862,2018-04-16,6656,4608
1860,2018-04-26,6656,4608
1304,2018-05-06,6656,4608
5185,2018-05-26,6656,4608
9850,2018-06-05,6656,4608
9350,2018-06-15,6656,4608
15151,2018-06-25,6656,4608
12658,2018-07-05,6656,4608
18105,2018-07-15,6656,4608
20946,2018-07-25,6656,4608
19494,2018-08-04,6656,4608
26580,2018-08-14,6656,4608
49869,2018-08-24,6656,4608
60296,2018-09-03,6656,4608
59086,2018-09-13,6656,4608
48975,2018-10-03,6656,4608
77846,2018-10-23,6656,4608
60154,2018-11-02,6656,4608
44129,2018-11-12,6656,4608
20717,2018-11-22,6656,4608
47233,2018-12-02,6656,4608
329,2019-01-01,6656,4608
1954,2019-01-21,6656,4608
2955,2019-02-20,6656,4608
3058,2019-03-02,6656,4608
1565,2019-03-12,6656,4608
2903,2019-04-11,6656,4608
1579,2019-04-21,6656,4608
5149,2019-05-01,6656,4608
1682,2019-05-11,6656,4608
743,2019-05-21,6656,4608
568,2019-06-10,6656,4608
2820,2019-06-20,6656,4608
5607,2019-06-30,6656,4608
9529,2019-07-20,6656,4608
9543,2019-07-30,6656,4608
17365,2019-08-09,6656,4608
17192,2016-12-22,6656,5120
16785,2017-01-01,6656,5120
941,2017-01-11,6656,5120
2050,2017-02-10,6656,5120
5996,2017-02-20,6656,5120
2100,2017-03-02,6656,5120
3061,2017-03-12,6656,5120
8859,2017-04-01,6656,5120
3998,2017-04-11,6656,5120
699,2017-05-01,6656,5120
216,2017-05-11,6656,5120
120,2017-05-21,6656,5120
23308,2017-05-31,6656,5120
9561,2017-06-20,6656,5120
8111,2017-07-10,6656,5120
15810,2017-07-20,6656,5120
11295,2017-07-30,6656,5120
34594,2017-08-09,6656,5120
48647,2017-08-19,6656,5120
50891,2017-09-08,6656,5120
37113,2017-09-18,6656,5120
78112,2017-09-28,6656,5120
69765,2017-10-08,6656,5120
64367,2017-10-28,6656,5120
31439,2017-11-07,6656,5120
8082,2017-11-17,6656,5120
5034,2017-11-27,6656,5120
3471,2017-12-07,6656,5120
4576,2017-12-17,6656,5120
3567,2017-12-27,6656,5120
6978,2018-01-06,6656,5120
5985,2018-01-26,6656,5120
5154,2018-02-15,6656,5120
972,2018-03-17,6656,5120
1177,2018-04-16,6656,5120
1778,2018-04-26,6656,5120
9003,2018-05-06,6656,5120
1951,2018-05-26,6656,5120
9337,2018-06-05,6656,5120
9997,2018-06-15,6656,5120
13255,2018-06-25,6656,5120
22573,2018-07-05,6656,5120
28468,2018-07-15,6656,5120
40865,2018-07-25,6656,5120
42557,2018-08-04,6656,5120
27849,2018-08-14,6656,5120
69404,2018-08-24,6656,5120
79036,2018-09-03,6656,5120
67309,2018-09-13,6656,5120
56358,2018-10-03,6656,5120
39361,2018-10-23,6656,5120
76062,2018-11-02,6656,5120
61672,2018-11-12,6656,5120
57861,2018-11-22,6656,5120
58197,2018-12-02,6656,5120
1759,2019-01-01,6656,5120
1561,2019-01-21,6656,5120
6137,2019-02-20,6656,5120
6696,2019-03-02,6656,5120
3049,2019-03-12,6656,5120
6054,2019-04-11,6656,5120
488,2019-04-21,6656,5120
2731,2019-05-01,6656,5120
2010,2019-05-11,6656,5120
1213,2019-05-21,6656,5120
1660,2019-06-10,6656,5120
3892,2019-06-20,6656,5120
5249,2019-06-30,6656,5120
7888,2019-07-20,6656,5120
6034,2019-07-30,6656,5120
22253,2019-08-09,6656,5120
18140,2016-12-22,6656,5632
5628,2017-01-01,6656,5632
629,2017-01-11,6656,5632
2096,2017-02-10,6656,5632
1504,2017-02-20,6656,5632
5002,2017-03-02,6656,5632
3048,2017-03-12,6656,5632
7591,2017-04-01,6656,5632
5967,2017-04-11,6656,5632
136,2017-05-01,6656,5632
3298,2017-05-11,6656,5632
964,2017-05-21,6656,5632
7297,2017-05-31,6656,5632
8266,2017-06-20,6656,5632
3045,2017-07-10,6656,5632
19238,2017-07-20,6656,5632
5140,2017-07-30,6656,5632
31553,2017-08-09,6656,5632
38895,2017-08-19,6656,5632
49300,2017-09-08,6656,5632
43004,2017-09-18,6656,5632
56338,2017-09-28,6656,5632
37961,2017-10-08,6656,5632
25367,2017-10-28,6656,5632
23725,2017-11-07,6656,5632
7468,2017-11-17,6656,5632
5904,2017-11-27,6656,5632
5059,2017-12-07,6656,5632
7416,2017-12-17,6656,5632
3651,2017-12-27,6656,5632
7127,2018-01-06,6656,5632
4767,2018-01-26,6656,5632
2392,2018-02-15,6656,5632
3085,2018-03-17,6656,5632
1226,2018-04-16,6656,5632
2495,2018-04-26,6656,5632
5627,2018-05-06,6656,5632
3734,2018-05-26,6656,5632
16531,2018-06-05,6656,5632
16325,2018-06-15,6656,5632
11891,2018-06-25,6656,5632
19036,2018-07-05,6656,5632
32093,2018-07-15,6656,5632
38584,2018-07-25,6656,5632
41550,2018-08-04,6656,5632
34278,2018-08-14,6656,5632
61478,2018-08-24,6656,5632
67357,2018-09-03,6656,5632
58542,2018-09-13,6656,5632
63858,2018-10-03,6656,5632
26502,2018-10-23,6656,5632
47209,2018-11-02,6656,5632
39455,2018-11-12,6656,5632
42813,2018-11-22,6656,5632
38449,2018-12-02,6656,5632
3,2019-01-01,6656,5632
902,2019-01-21,6656,5632
1783,2019-02-20,6656,5632
2986,2019-03-02,6656,5632
2403,2019-03-12,6656,5632
4529,2019-04-11,6656,5632
0,2019-04-21,6656,5632
3631,2019-05-01,6656,5632
4460,2019-05-11,6656,5632
477,2019-05-21,6656,5632
632,2019-06-10,6656,5632
3630,2019-06-20,6656,5632
9525,2019-06-30,6656,5632
10896,2019-07-20,6656,5632
5184,2019-07-30,6656,5632
18849,2019-08-09,6656,5632
125,2016-12-22,6656,6144
956,2017-01-01,6656,6144
799,2017-01-11,6656,6144
0,2017-02-10,6656,6144
10,2017-02-20,6656,6144
33,2017-03-02,6656,6144
152,2017-03-12,6656,6144
77,2017-04-01,6656,6144
48,2017-04-11,6656,6144
0,2017-05-01,6656,6144
947,2017-05-11,6656,6144
1020,2017-05-21,6656,6144
487,2017-05-31,6656,6144
1076,2017-06-20,6656,6144
790,2017-07-10,6656,6144
1161,2017-07-20,6656,6144
1235,2017-07-30,6656,6144
1887,2017-08-09,6656,6144
2492,2017-08-19,6656,6144
2487,2017-09-08,6656,6144
34,2017-09-18,6656,6144
2591,2017-09-28,6656,6144
1474,2017-10-08,6656,6144
1575,2017-10-28,6656,6144
193,2017-11-07,6656,6144
0,2017-11-17,6656,6144
45,2017-11-27,6656,6144
1,2017-12-07,6656,6144
8,2017-12-17,6656,6144
74,2017-12-27,6656,6144
295,2018-01-06,6656,6144
247,2018-01-26,6656,6144
54,2018-02-15,6656,6144
0,2018-03-17,6656,6144
0,2018-04-16,6656,6144
0,2018-04-26,6656,6144
8,2018-05-06,6656,6144
34,2018-05-26,6656,6144
315,2018-06-05,6656,6144
371,2018-06-15,6656,6144
236,2018-06-25,6656,6144
1368,2018-07-05,6656,6144
1514,2018-07-15,6656,6144
1522,2018-07-25,6656,6144
1335,2018-08-04,6656,6144
1571,2018-08-14,6656,6144
1639,2018-08-24,6656,6144
1920,2018-09-03,6656,6144
1786,2018-09-13,6656,6144
3129,2018-10-03,6656,6144
3096,2018-10-23,6656,6144
3062,2018-11-02,6656,6144
1591,2018-11-12,6656,6144
1568,2018-11-22,6656,6144
2612,2018-12-02,6656,6144
77,2019-01-01,6656,6144
0,2019-01-21,6656,6144
0,2019-02-20,6656,6144
113,2019-03-02,6656,6144
126,2019-03-12,6656,6144
1,2019-04-11,6656,6144
0,2019-04-21,6656,6144
1,2019-05-01,6656,6144
66,2019-05-11,6656,6144
0,2019-05-21,6656,6144
0,2019-06-10,6656,6144
149,2019-06-20,6656,6144
165,2019-06-30,6656,6144
1322,2019-07-20,6656,6144
538,2019-07-30,6656,6144
1289,2019-08-09,6656,6144
8013,2016-12-22,6656,6656
4477,2017-01-01,6656,6656
2867,2017-01-11,6656,6656
144,2017-02-10,6656,6656
708,2017-02-20,6656,6656
2566,2017-03-02,6656,6656
2210,2017-03-12,6656,6656
4886,2017-04-01,6656,6656
4036,2017-04-11,6656,6656
8,2017-05-01,6656,6656
5904,2017-05-11,6656,6656
6750,2017-05-21,6656,6656
3171,2017-05-31,6656,6656
4899,2017-06-20,6656,6656
11082,2017-07-10,6656,6656
19401,2017-07-20,6656,6656
25576,2017-07-30,6656,6656
26482,2017-08-09,6656,6656
27552,2017-08-19,6656,6656
45796,2017-09-08,6656,6656
39895,2017-09-18,6656,6656
57195,2017-09-28,6656,6656
51215,2017-10-08,6656,6656
28456,2017-10-28,6656,6656
18435,2017-11-07,6656,6656
10867,2017-11-17,6656,6656
4712,2017-11-27,6656,6656
2545,2017-12-07,6656,6656
2228,2017-12-17,6656,6656
7651,2017-12-27,6656,6656
10752,2018-01-06,6656,6656
6930,2018-01-26,6656,6656
1374,2018-02-15,6656,6656
288,2018-03-17,6656,6656
2012,2018-04-16,6656,6656
5469,2018-04-26,6656,6656
6658,2018-05-06,6656,6656
1213,2018-05-26,6656,6656
15409,2018-06-05,6656,6656
15710,2018-06-15,6656,6656
13931,2018-06-25,6656,6656
26463,2018-07-05,6656,6656
37265,2018-07-15,6656,6656
37677,2018-07-25,6656,6656
38756,2018-08-04,6656,6656
43708,2018-08-14,6656,6656
48347,2018-08-24,6656,6656
53897,2018-09-03,6656,6656
49550,2018-09-13,6656,6656
50978,2018-10-03,6656,6656
45026,2018-10-23,6656,6656
42869,2018-11-02,6656,6656
37844,2018-11-12,6656,6656
33965,2018-11-22,6656,6656
33186,2018-12-02,6656,6656
1039,2019-01-01,6656,6656
108,2019-01-21,6656,6656
5418,2019-02-20,6656,6656
4430,2019-03-02,6656,6656
5298,2019-03-12,6656,6656
1495,2019-04-11,6656,6656
1713,2019-04-21,6656,6656
3808,2019-05-01,6656,6656
3969,2019-05-11,6656,6656
1488,2019-05-21,6656,6656
6572,2019-06-10,6656,6656
9215,2019-06-20,6656,6656
17824,2019-06-30,6656,6656
28778,2019-07-20,6656,6656
19964,2019-07-30,6656,6656
37815,2019-08-09,6656,6656
9274,2016-12-22,6656,7168
557,2017-01-01,6656,7168
2181,2017-01-11,6656,7168
2254,2017-02-10,6656,7168
1088,2017-02-20,6656,7168
5023,2017-03-02,6656,7168
4667,2017-03-12,6656,7168
8309,2017-04-01,6656,7168
5260,2017-04-11,6656,7168
627,2017-05-01,6656,7168
11145,2017-05-11,6656,7168
10368,2017-05-21,6656,7168
3508,2017-05-31,6656,7168
8315,2017-06-20,6656,7168
7793,2017-07-10,6656,7168
19169,2017-07-20,6656,7168
25464,2017-07-30,6656,7168
31351,2017-08-09,6656,7168
38741,2017-08-19,6656,7168
66596,2017-09-08,6656,7168
65806,2017-09-18,6656,7168
71892,2017-09-28,6656,7168
70422,2017-10-08,6656,7168
34979,2017-10-28,6656,7168
23951,2017-11-07,6656,7168
12609,2017-11-17,6656,7168
6795,2017-11-27,6656,7168
6692,2017-12-07,6656,7168
4170,2017-12-17,6656,7168
8710,2017-12-27,6656,7168
10989,2018-01-06,6656,7168
7019,2018-01-26,6656,7168
6781,2018-02-15,6656,7168
814,2018-03-17,6656,7168
2004,2018-04-16,6656,7168
4106,2018-04-26,6656,7168
9125,2018-05-06,6656,7168
3651,2018-05-26,6656,7168
18748,2018-06-05,6656,7168
18551,2018-06-15,6656,7168
9132,2018-06-25,6656,7168
31166,2018-07-05,6656,7168
34725,2018-07-15,6656,7168
37627,2018-07-25,6656,7168
50329,2018-08-04,6656,7168
58143,2018-08-14,6656,7168
65099,2018-08-24,6656,7168
80509,2018-09-03,6656,7168
73299,2018-09-13,6656,7168
86372,2018-10-03,6656,7168
79543,2018-10-23,6656,7168
73431,2018-11-02,6656,7168
64895,2018-11-12,6656,7168
61176,2018-11-22,6656,7168
62467,2018-12-02,6656,7168
1094,2019-01-01,6656,7168
1130,2019-01-21,6656,7168
2777,2019-02-20,6656,7168
2607,2019-03-02,6656,7168
1903,2019-03-12,6656,7168
3131,2019-04-11,6656,7168
2863,2019-04-21,6656,7168
2542,2019-05-01,6656,7168
3986,2019-05-11,6656,7168
1517,2019-05-21,6656,7168
6965,2019-06-10,6656,7168
10612,2019-06-20,6656,7168
15444,2019-06-30,6656,7168
24838,2019-07-20,6656,7168
12849,2019-07-30,6656,7168
43939,2019-08-09,6656,7168
3505,2016-12-22,6656,7680
468,2017-01-01,6656,7680
603,2017-01-11,6656,7680
1538,2017-02-10,6656,7680
1047,2017-02-20,6656,7680
1388,2017-03-02,6656,7680
690,2017-03-12,6656,7680
1568,2017-04-01,6656,7680
996,2017-04-11,6656,7680
120,2017-05-01,6656,7680
2302,2017-05-11,6656,7680
1157,2017-05-21,6656,7680
1372,2017-05-31,6656,7680
2025,2017-06-20,6656,7680
1764,2017-07-10,6656,7680
7695,2017-07-20,6656,7680
12335,2017-07-30,6656,7680
15074,2017-08-09,6656,7680
16852,2017-08-19,6656,7680
26207,2017-09-08,6656,7680
24018,2017-09-18,6656,7680
31783,2017-09-28,6656,7680
30914,2017-10-08,6656,7680
19877,2017-10-28,6656,7680
11017,2017-11-07,6656,7680
3445,2017-11-17,6656,7680
1829,2017-11-27,6656,7680
1084,2017-12-07,6656,7680
1448,2017-12-17,6656,7680
4114,2017-12-27,6656,7680
3441,2018-01-06,6656,7680
1063,2018-01-26,6656,7680
1990,2018-02-15,6656,7680
594,2018-03-17,6656,7680
49,2018-04-16,6656,7680
1818,2018-04-26,6656,7680
3625,2018-05-06,6656,7680
2402,2018-05-26,6656,7680
5712,2018-06-05,6656,7680
5689,2018-06-15,6656,7680
3119,2018-06-25,6656,7680
10396,2018-07-05,6656,7680
14594,2018-07-15,6656,7680
19834,2018-07-25,6656,7680
23018,2018-08-04,6656,7680
30849,2018-08-14,6656,7680
36005,2018-08-24,6656,7680
38099,2018-09-03,6656,7680
35048,2018-09-13,6656,7680
40976,2018-10-03,6656,7680
30800,2018-10-23,6656,7680
26377,2018-11-02,6656,7680
20442,2018-11-12,6656,7680
18984,2018-11-22,6656,7680
20877,2018-12-02,6656,7680
1599,2019-01-01,6656,7680
2494,2019-01-21,6656,7680
3630,2019-02-20,6656,7680
2742,2019-03-02,6656,7680
3145,2019-03-12,6656,7680
4018,2019-04-11,6656,7680
1687,2019-04-21,6656,7680
150,2019-05-01,6656,7680
4837,2019-05-11,6656,7680
4094,2019-05-21,6656,7680
387,2019-06-10,6656,7680
7594,2019-06-20,6656,7680
9585,2019-06-30,6656,7680
12141,2019-07-20,6656,7680
13840,2019-07-30,6656,7680
17491,2019-08-09,6656,7680
9315,2016-12-22,6656,8192
6135,2017-01-01,6656,8192
6379,2017-01-11,6656,8192
1245,2017-02-10,6656,8192
4719,2017-02-20,6656,8192
1107,2017-03-02,6656,8192
4809,2017-03-12,6656,8192
15041,2017-04-01,6656,8192
11721,2017-04-11,6656,8192
765,2017-05-01,6656,8192
15257,2017-05-11,6656,8192
12579,2017-05-21,6656,8192
10419,2017-05-31,6656,8192
16620,2017-06-20,6656,8192
8915,2017-07-10,6656,8192
17722,2017-07-20,6656,8192
22074,2017-07-30,6656,8192
27029,2017-08-09,6656,8192
30878,2017-08-19,6656,8192
39306,2017-09-08,6656,8192
30238,2017-09-18,6656,8192
54656,2017-09-28,6656,8192
49568,2017-10-08,6656,8192
42189,2017-10-28,6656,8192
31969,2017-11-07,6656,8192
16976,2017-11-17,6656,8192
12259,2017-11-27,6656,8192
5810,2017-12-07,6656,8192
1823,2017-12-17,6656,8192
8591,2017-12-27,6656,8192
10596,2018-01-06,6656,8192
2619,2018-01-26,6656,8192
888,2018-02-15,6656,8192
444,2018-03-17,6656,8192
519,2018-04-16,6656,8192
3302,2018-04-26,6656,8192
9676,2018-05-06,6656,8192
4555,2018-05-26,6656,8192
12779,2018-06-05,6656,8192
12890,2018-06-15,6656,8192
8306,2018-06-25,6656,8192
19284,2018-07-05,6656,8192
25234,2018-07-15,6656,8192
29225,2018-07-25,6656,8192
34282,2018-08-04,6656,8192
38291,2018-08-14,6656,8192
44723,2018-08-24,6656,8192
54373,2018-09-03,6656,8192
53931,2018-09-13,6656,8192
58415,2018-10-03,6656,8192
45043,2018-10-23,6656,8192
42160,2018-11-02,6656,8192
30846,2018-11-12,6656,8192
28123,2018-11-22,6656,8192
22404,2018-12-02,6656,8192
1475,2019-01-01,6656,8192
4540,2019-01-21,6656,8192
2325,2019-02-20,6656,8192
945,2019-03-02,6656,8192
4437,2019-03-12,6656,8192
3644,2019-04-11,6656,8192
233,2019-04-21,6656,8192
341,2019-05-01,6656,8192
4928,2019-05-11,6656,8192
2348,2019-05-21,6656,8192
832,2019-06-10,6656,8192
9953,2019-06-20,6656,8192
12766,2019-06-30,6656,8192
14705,2019-07-20,6656,8192
15707,2019-07-30,6656,8192
22552,2019-08-09,6656,8192
196,2016-12-22,6656,8704
158,2017-01-01,6656,8704
86,2017-01-11,6656,8704
0,2017-02-10,6656,8704
27,2017-02-20,6656,8704
127,2017-03-02,6656,8704
509,2017-03-12,6656,8704
1524,2017-04-01,6656,8704
1554,2017-04-11,6656,8704
87,2017-05-01,6656,8704
1146,2017-05-11,6656,8704
859,2017-05-21,6656,8704
992,2017-05-31,6656,8704
1446,2017-06-20,6656,8704
225,2017-07-10,6656,8704
3023,2017-07-20,6656,8704
729,2017-07-30,6656,8704
3038,2017-08-09,6656,8704
3022,2017-08-19,6656,8704
5538,2017-09-08,6656,8704
5530,2017-09-18,6656,8704
5583,2017-09-28,6656,8704
4784,2017-10-08,6656,8704
3204,2017-10-28,6656,8704
586,2017-11-07,6656,8704
207,2017-11-17,6656,8704
1,2017-11-27,6656,8704
2,2017-12-07,6656,8704
2,2017-12-17,6656,8704
122,2017-12-27,6656,8704
75,2018-01-06,6656,8704
11,2018-01-26,6656,8704
75,2018-02-15,6656,8704
30,2018-03-17,6656,8704
208,2018-04-16,6656,8704
71,2018-04-26,6656,8704
81,2018-05-06,6656,8704
154,2018-05-26,6656,8704
331,2018-06-05,6656,8704
585,2018-06-15,6656,8704
1220,2018-06-25,6656,8704
2013,2018-07-05,6656,8704
2017,2018-07-15,6656,8704
2010,2018-07-25,6656,8704
2654,2018-08-04,6656,8704
3157,2018-08-14,6656,8704
3465,2018-08-24,6656,8704
4211,2018-09-03,6656,8704
4019,2018-09-13,6656,8704
4577,2018-10-03,6656,8704
3340,2018-10-23,6656,8704
4956,2018-11-02,6656,8704
2696,2018-11-12,6656,8704
2811,2018-11-22,6656,8704
2244,2018-12-02,6656,8704
14,2019-01-01,6656,8704
40,2019-01-21,6656,8704
0,2019-02-20,6656,8704
170,2019-03-02,6656,8704
216,2019-03-12,6656,8704
19,2019-04-11,6656,8704
146,2019-04-21,6656,8704
10,2019-05-01,6656,8704
42,2019-05-11,6656,8704
179,2019-05-21,6656,8704
0,2019-06-10,6656,8704
276,2019-06-20,6656,8704
399,2019-06-30,6656,8704
1928,2019-07-20,6656,8704
2323,2019-07-30,6656,8704
2284,2019-08-09,6656,8704
83,2016-12-22,6656,9216
84,2017-01-01,6656,9216
47,2017-01-11,6656,9216
304,2017-02-10,6656,9216
1413,2017-02-20,6656,9216
567,2017-03-02,6656,9216
354,2017-03-12,6656,9216
1131,2017-04-01,6656,9216
595,2017-04-11,6656,9216
906,2017-05-01,6656,9216
1755,2017-05-11,6656,9216
1967,2017-05-21,6656,9216
703,2017-05-31,6656,9216
2107,2017-06-20,6656,9216
3514,2017-07-10,6656,9216
4508,2017-07-20,6656,9216
1083,2017-07-30,6656,9216
4762,2017-08-09,6656,9216
6692,2017-08-19,6656,9216
8073,2017-09-08,6656,9216
6795,2017-09-18,6656,9216
8487,2017-09-28,6656,9216
8671,2017-10-08,6656,9216
6458,2017-10-28,6656,9216
2167,2017-11-07,6656,9216
53,2017-11-17,6656,9216
227,2017-11-27,6656,9216
435,2017-12-07,6656,9216
506,2017-12-17,6656,9216
194,2017-12-27,6656,9216
58,2018-01-06,6656,9216
58,2018-01-26,6656,9216
237,2018-02-15,6656,9216
240,2018-03-17,6656,9216
344,2018-04-16,6656,9216
658,2018-04-26,6656,9216
733,2018-05-06,6656,9216
1245,2018-05-26,6656,9216
1776,2018-06-05,6656,9216
1721,2018-06-15,6656,9216
2844,2018-06-25,6656,9216
6161,2018-07-05,6656,9216
7267,2018-07-15,6656,9216
8629,2018-07-25,6656,9216
9427,2018-08-04,6656,9216
9744,2018-08-14,6656,9216
10602,2018-08-24,6656,9216
11772,2018-09-03,6656,9216
10306,2018-09-13,6656,9216
5587,2018-10-03,6656,9216
9028,2018-10-23,6656,9216
6371,2018-11-02,6656,9216
8339,2018-11-12,6656,9216
8409,2018-11-22,6656,9216
7551,2018-12-02,6656,9216
83,2019-01-01,6656,9216
276,2019-01-21,6656,9216
224,2019-02-20,6656,9216
869,2019-03-02,6656,9216
892,2019-03-12,6656,9216
310,2019-04-11,6656,9216
727,2019-04-21,6656,9216
11,2019-05-01,6656,9216
493,2019-05-11,6656,9216
424,2019-05-21,6656,9216
140,2019-06-10,6656,9216
1572,2019-06-20,6656,9216
1683,2019-06-30,6656,9216
3194,2019-07-20,6656,9216
6639,2019-07-30,6656,9216
6897,2019-08-09,6656,9216
461,2016-12-22,6656,9728
1894,2017-01-01,6656,9728
304,2017-01-11,6656,9728
968,2017-02-10,6656,9728
1328,2017-02-20,6656,9728
