cc_p20,cc_p40,cc_p60,cc_p80,cc_default,date,x,y,cc_p20_perc,cc_p40_perc,cc_p60_perc,cc_p80_perc,cc_default_perc
35,3,0,0,0,2017-06-20,6656,10240,0.0,0.0,0.0,0.0,0.0
256544,213833,176479,159023,222473,2017-07-10,6656,10240,97.9,81.6,67.3,60.7,84.9
11,1,0,0,0,2017-07-20,6656,10240,0.0,0.0,0.0,0.0,0.0
139834,85254,73839,63282,94378,2017-07-30,6656,10240,53.3,32.5,28.2,24.1,36.0
1,0,0,0,0,2017-08-09,6656,10240,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,2017-08-19,6656,10240,0.0,0.0,0.0,0.0,0.0
2,0,0,0,0,2017-09-08,6656,10240,0.0,0.0,0.0,0.0,0.0
251450,192632,169357,152352,203707,2017-09-18,6656,10240,95.9,73.5,64.6,58.1,77.7
0,0,0,0,0,2017-09-28,6656,10240,0.0,0.0,0.0,0.0,0.0
188755,151434,139003,127449,163006,2017-10-08,6656,10240,72.0,57.8,53.0,48.6,62.2
9,1,0,0,0,2017-10-28,6656,10240,0.0,0.0,0.0,0.0,0.0
94854,76493,65877,52690,86748,2017-11-07,6656,10240,36.2,29.2,25.1,20.1,33.1
260967,255576,248964,241104,258302,2017-11-17,6656,10240,99.6,97.5,95.0,92.0,98.5
204124,174919,162322,148956,184228,2017-11-27,6656,10240,77.9,66.7,61.9,56.8,70.3
423,242,107,5,328,2017-12-07,6656,10240,0.2,0.1,0.0,0.0,0.1
95974,76302,69379,61760,82451,2017-12-17,6656,10240,36.6,29.1,26.5,23.6,31.5
105012,75716,50366,33482,88418,2017-12-27,6656,10240,40.1,28.9,19.2,12.8,33.7
208368,170550,148278,115979,177296,2018-01-06,6656,10240,79.5,65.1,56.6,44.2,67.6
262144,262141,262064,261688,262144,2018-01-26,6656,10240,100.0,100.0,100.0,99.8,100.0
262111,261668,258049,248490,262108,2018-02-15,6656,10240,100.0,99.8,98.4,94.8,100.0
102665,89241,79423,67708,97787,2018-03-17,6656,10240,39.2,34.0,30.3,25.8,37.3
261984,254191,240370,220046,257412,2018-04-16,6656,10240,99.9,97.0,91.7,83.9,98.2
17,1,0,0,0,2018-04-26,6656,10240,0.0,0.0,0.0,0.0,0.0
219261,164106,135478,110223,178621,2018-05-06,6656,10240,83.6,62.6,51.7,42.0,68.1
14192,8570,6549,4530,9340,2018-05-26,6656,10240,5.4,3.3,2.5,1.7,3.6
12,0,0,0,0,2018-06-05,6656,10240,0.0,0.0,0.0,0.0,0.0
120322,85966,69245,53285,96840,2018-06-15,6656,10240,45.9,32.8,26.4,20.3,36.9
8368,650,19,0,716,2018-06-25,6656,10240,3.2,0.2,0.0,0.0,0.3
31126,14242,8955,6386,16116,2018-07-05,6656,10240,11.9,5.4,3.4,2.4,6.1
74,1,0,0,0,2018-07-15,6656,10240,0.0,0.0,0.0,0.0,0.0
251,1,0,0,0,2018-07-25,6656,10240,0.1,0.0,0.0,0.0,0.0
264,20,0,0,0,2018-08-04,6656,10240,0.1,0.0,0.0,0.0,0.0
9,0,0,0,0,2018-08-14,6656,10240,0.0,0.0,0.0,0.0,0.0
11289,5658,2987,1219,7183,2018-08-24,6656,10240,4.3,2.2,1.1,0.5,2.7
4,0,0,0,0,2018-09-03,6656,10240,0.0,0.0,0.0,0.0,0.0
119130,82186,72068,62453,92534,2018-09-13,6656,10240,45.4,31.4,27.5,23.8,35.3
249473,208336,197673,189586,219769,2018-10-03,6656,10240,95.2,79.5,75.4,72.3,83.8
173516,149082,139261,129157,159711,2018-10-23,6656,10240,66.2,56.9,53.1,49.3,60.9
145854,123271,111264,98738,135896,2018-11-02,6656,10240,55.6,47.0,42.4,37.7,51.8
176516,147607,138649,131012,157333,2018-11-12,6656,10240,67.3,56.3,52.9,50.0,60.0
55425,37371,27053,16887,43531,2018-11-22,6656,10240,21.1,14.3,10.3,6.4,16.6
6357,1794,1285,747,2369,2018-12-02,6656,10240,2.4,0.7,0.5,0.3,0.9
253327,198703,170563,156732,208375,2019-01-01,6656,10240,96.6,75.8,65.1,59.8,79.5
225529,169609,152060,133859,181238,2019-01-21,6656,10240,86.0,64.7,58.0,51.1,69.1
14,0,0,0,0,2019-02-20,6656,10240,0.0,0.0,0.0,0.0,0.0
206743,179549,154305,119058,191532,2019-03-02,6656,10240,78.9,68.5,58.9,45.4,73.1
15,0,0,0,0,2019-03-12,6656,10240,0.0,0.0,0.0,0.0,0.0
255141,234124,219987,198268,239394,2019-04-11,6656,10240,97.3,89.3,83.9,75.6,91.3
243089,202593,173394,127008,213240,2019-04-21,6656,10240,92.7,77.3,66.1,48.4,81.3
260435,250647,239330,216778,254324,2019-05-01,6656,10240,99.3,95.6,91.3,82.7,97.0
17,1,0,0,0,2019-05-11,6656,10240,0.0,0.0,0.0,0.0,0.0
261276,253150,244518,216950,255029,2019-05-21,6656,10240,99.7,96.6,93.3,82.8,97.3
261950,259842,250708,221865,261129,2019-06-10,6656,10240,99.9,99.1,95.6,84.6,99.6
10,0,0,0,0,2019-06-20,6656,10240,0.0,0.0,0.0,0.0,0.0
265,8,0,0,0,2019-06-30,6656,10240,0.1,0.0,0.0,0.0,0.0
41,1,0,0,0,2019-07-20,6656,10240,0.0,0.0,0.0,0.0,0.0
179,3,0,0,0,2019-07-30,6656,10240,0.1,0.0,0.0,0.0,0.0
8,0,0,0,0,2019-08-09,6656,10240,0.0,0.0,0.0,0.0,0.0
49308,29555,20946,14616,33033,2016-12-22,7168,4096,18.8,11.3,8.0,5.6,12.6
53086,41581,34505,27339,44415,2017-01-01,7168,4096,20.3,15.9,13.2,10.4,16.9
231383,201093,174896,144273,210523,2017-01-11,7168,4096,88.3,76.7,66.7,55.0,80.3
99878,72326,59770,48945,76475,2017-02-10,7168,4096,38.1,27.6,22.8,18.7,29.2
256633,249785,242780,228416,253654,2017-02-20,7168,4096,97.9,95.3,92.6,87.1,96.8
136925,91068,67389,49378,99154,2017-03-02,7168,4096,52.2,34.7,25.7,18.8,37.8
12095,4971,2942,1707,4554,2017-03-12,7168,4096,4.6,1.9,1.1,0.7,1.7
4120,964,353,58,128,2017-04-01,7168,4096,1.6,0.4,0.1,0.0,0.0
117718,103773,98157,93104,106481,2017-04-11,7168,4096,44.9,39.6,37.4,35.5,40.6
214162,178830,154631,128782,189086,2017-05-01,7168,4096,81.7,68.2,59.0,49.1,72.1
9228,2155,807,179,747,2017-05-11,7168,4096,3.5,0.8,0.3,0.1,0.3
150186,115075,97073,80606,125312,2017-05-21,7168,4096,57.3,43.9,37.0,30.7,47.8
259924,253889,243539,221575,260883,2017-05-31,7168,4096,99.2,96.9,92.9,84.5,99.5
152227,104641,91551,82211,108014,2017-06-20,7168,4096,58.1,39.9,34.9,31.4,41.2
197017,136922,111172,93593,148007,2017-07-10,7168,4096,75.2,52.2,42.4,35.7,56.5
7548,1096,299,34,0,2017-07-20,7168,4096,2.9,0.4,0.1,0.0,0.0
181065,115134,88315,65387,129327,2017-07-30,7168,4096,69.1,43.9,33.7,24.9,49.3
11161,5340,3780,2516,5076,2017-08-09,7168,4096,4.3,2.0,1.4,1.0,1.9
2797,562,143,12,30,2017-08-19,7168,4096,1.1,0.2,0.1,0.0,0.0
69578,48585,40345,33274,54913,2017-09-08,7168,4096,26.5,18.5,15.4,12.7,20.9
209633,168079,152521,135149,176808,2017-09-18,7168,4096,80.0,64.1,58.2,51.6,67.4
38043,19239,15117,10892,22019,2017-09-28,7168,4096,14.5,7.3,5.8,4.2,8.4
18242,8200,5614,4106,9073,2017-10-08,7168,4096,7.0,3.1,2.1,1.6,3.5
8573,2162,682,146,1503,2017-10-28,7168,4096,3.3,0.8,0.3,0.1,0.6
8719,2382,755,150,1563,2017-11-07,7168,4096,3.3,0.9,0.3,0.1,0.6
126370,85419,68676,55098,96278,2017-11-17,7168,4096,48.2,32.6,26.2,21.0,36.7
118481,91895,77454,65335,100906,2017-11-27,7168,4096,45.2,35.1,29.5,24.9,38.5
11450,4043,1833,876,3419,2017-12-07,7168,4096,4.4,1.5,0.7,0.3,1.3
127769,94083,77078,60562,107458,2017-12-17,7168,4096,48.7,35.9,29.4,23.1,41.0
6653,1487,367,68,890,2017-12-27,7168,4096,2.5,0.6,0.1,0.0,0.3
119073,85742,74769,64633,91638,2018-01-06,7168,4096,45.4,32.7,28.5,24.7,35.0
191143,129405,89580,57749,141781,2018-01-26,7168,4096,72.9,49.4,34.2,22.0,54.1
240495,220503,200432,177133,228712,2018-02-15,7168,4096,91.7,84.1,76.5,67.6,87.2
61883,40541,31388,24276,44181,2018-03-17,7168,4096,23.6,15.5,12.0,9.3,16.9
198412,152838,129735,105131,160989,2018-04-16,7168,4096,75.7,58.3,49.5,40.1,61.4
8791,1904,578,69,784,2018-04-26,7168,4096,3.4,0.7,0.2,0.0,0.3
210674,165211,143751,123197,173016,2018-05-06,7168,4096,80.4,63.0,54.8,47.0,66.0
261392,259610,254070,238783,260707,2018-05-26,7168,4096,99.7,99.0,96.9,91.1,99.5
12094,2517,799,124,730,2018-06-05,7168,4096,4.6,1.0,0.3,0.0,0.3
45213,20301,11654,6415,22621,2018-06-15,7168,4096,17.2,7.7,4.4,2.4,8.6
257484,242422,222679,195170,255219,2018-06-25,7168,4096,98.2,92.5,84.9,74.5,97.4
72894,32895,22185,14560,36777,2018-07-05,7168,4096,27.8,12.5,8.5,5.6,14.0
20111,5053,2483,1507,3338,2018-07-15,7168,4096,7.7,1.9,0.9,0.6,1.3
78065,26238,8776,1984,26879,2018-07-25,7168,4096,29.8,10.0,3.3,0.8,10.3
111385,66960,50280,37049,75690,2018-08-04,7168,4096,42.5,25.5,19.2,14.1,28.9
45911,18007,7777,1909,18182,2018-08-14,7168,4096,17.5,6.9,3.0,0.7,6.9
7039,1355,414,76,544,2018-08-24,7168,4096,2.7,0.5,0.2,0.0,0.2
2408,416,82,10,0,2018-09-03,7168,4096,0.9,0.2,0.0,0.0,0.0
108258,81095,70973,62381,86374,2018-09-13,7168,4096,41.3,30.9,27.1,23.8,32.9
196659,131349,104099,86491,150079,2018-10-03,7168,4096,75.0,50.1,39.7,33.0,57.3
19733,8197,5810,4540,7703,2018-10-23,7168,4096,7.5,3.1,2.2,1.7,2.9
33819,14708,8222,4099,16058,2018-11-02,7168,4096,12.9,5.6,3.1,1.6,6.1
59576,32700,23636,17155,35075,2018-11-12,7168,4096,22.7,12.5,9.0,6.5,13.4
50589,28602,19691,13455,31173,2018-11-22,7168,4096,19.3,10.9,7.5,5.1,11.9
52546,25937,20625,15982,29412,2018-12-02,7168,4096,20.0,9.9,7.9,6.1,11.2
257911,245974,228233,200688,253130,2019-01-01,7168,4096,98.4,93.8,87.1,76.6,96.6
244393,224324,213584,202164,230226,2019-01-21,7168,4096,93.2,85.6,81.5,77.1,87.8
7457,745,71,3,0,2019-02-20,7168,4096,2.8,0.3,0.0,0.0,0.0
65753,39061,27436,17405,42839,2019-03-02,7168,4096,25.1,14.9,10.5,6.6,16.3
10868,1878,371,32,830,2019-03-12,7168,4096,4.1,0.7,0.1,0.0,0.3
257487,247423,234324,214734,250921,2019-04-11,7168,4096,98.2,94.4,89.4,81.9,95.7
176477,108669,78265,53795,118725,2019-04-21,7168,4096,67.3,41.5,29.9,20.5,45.3
259118,251513,232425,206838,255905,2019-05-01,7168,4096,98.8,95.9,88.7,78.9,97.6
43277,31045,26012,22053,32471,2019-05-11,7168,4096,16.5,11.8,9.9,8.4,12.4
168546,98358,63657,36289,108076,2019-05-21,7168,4096,64.3,37.5,24.3,13.8,41.2
254657,241782,224204,198460,247343,2019-06-10,7168,4096,97.1,92.2,85.5,75.7,94.4
11542,2438,710,106,511,2019-06-20,7168,4096,4.4,0.9,0.3,0.0,0.2
30564,15775,10912,7663,15920,2019-06-30,7168,4096,11.7,6.0,4.2,2.9,6.1
12747,2755,864,154,968,2019-07-20,7168,4096,4.9,1.1,0.3,0.1,0.4
124305,81358,63989,51480,90647,2019-07-30,7168,4096,47.4,31.0,24.4,19.6,34.6
8431,1931,614,108,643,2019-08-09,7168,4096,3.2,0.7,0.2,0.0,0.2
93871,73502,59063,46706,82538,2016-12-22,7168,4608,35.8,28.0,22.5,17.8,31.5
161808,142315,126137,101920,150840,2017-01-01,7168,4608,61.7,54.3,48.1,38.9,57.5
240445,224213,208123,170241,229173,2017-01-11,7168,4608,91.7,85.5,79.4,64.9,87.4
174102,159549,148703,133123,165803,2017-02-10,7168,4608,66.4,60.9,56.7,50.8,63.2
172119,138779,116601,86308,150759,2017-02-20,7168,4608,65.7,52.9,44.5,32.9,57.5
140534,108030,84956,55128,118936,2017-03-02,7168,4608,53.6,41.2,32.4,21.0,45.4
15376,11608,8728,6180,13427,2017-03-12,7168,4608,5.9,4.4,3.3,2.4,5.1
144,10,0,0,0,2017-04-01,7168,4608,0.1,0.0,0.0,0.0,0.0
1803,243,70,0,276,2017-04-11,7168,4608,0.7,0.1,0.0,0.0,0.1
186802,151732,129728,108845,164514,2017-05-01,7168,4608,71.3,57.9,49.5,41.5,62.8
391,35,6,0,0,2017-05-11,7168,4608,0.1,0.0,0.0,0.0,0.0
247989,221985,200823,178000,234527,2017-05-21,7168,4608,94.6,84.7,76.6,67.9,89.5
258869,252022,241742,221639,260725,2017-05-31,7168,4608,98.8,96.1,92.2,84.5,99.5
168410,124212,106080,89933,136252,2017-06-20,7168,4608,64.2,47.4,40.5,34.3,52.0
226143,158748,123530,98388,171415,2017-07-10,7168,4608,86.3,60.6,47.1,37.5,65.4
539,43,8,1,0,2017-07-20,7168,4608,0.2,0.0,0.0,0.0,0.0
248320,210699,192457,177494,220230,2017-07-30,7168,4608,94.7,80.4,73.4,67.7,84.0
185,24,2,0,0,2017-08-09,7168,4608,0.1,0.0,0.0,0.0,0.0
84,5,0,0,0,2017-08-19,7168,4608,0.0,0.0,0.0,0.0,0.0
47353,35745,29820,23957,42923,2017-09-08,7168,4608,18.1,13.6,11.4,9.1,16.4
180709,110675,81869,63316,122016,2017-09-18,7168,4608,68.9,42.2,31.2,24.2,46.5
25254,15087,12345,9012,17467,2017-09-28,7168,4608,9.6,5.8,4.7,3.4,6.7
110754,92320,82285,72137,103275,2017-10-08,7168,4608,42.2,35.2,31.4,27.5,39.4
221,21,1,0,0,2017-10-28,7168,4608,0.1,0.0,0.0,0.0,0.0
10670,7860,6047,4407,9122,2017-11-07,7168,4608,4.1,3.0,2.3,1.7,3.5
86861,65766,56026,46612,73382,2017-11-17,7168,4608,33.1,25.1,21.4,17.8,28.0
98055,74967,63318,51954,83251,2017-11-27,7168,4608,37.4,28.6,24.2,19.8,31.8
523,69,13,0,0,2017-12-07,7168,4608,0.2,0.0,0.0,0.0,0.0
96174,74258,64362,53807,81814,2017-12-17,7168,4608,36.7,28.3,24.6,20.5,31.2
86127,69150,54298,38740,76586,2017-12-27,7168,4608,32.9,26.4,20.7,14.8,29.2
76282,53429,43041,30845,60452,2018-01-06,7168,4608,29.1,20.4,16.4,11.8,23.1
183714,141488,121318,97422,150063,2018-01-26,7168,4608,70.1,54.0,46.3,37.2,57.2
246840,235057,220520,207988,242164,2018-02-15,7168,4608,94.2,89.7,84.1,79.3,92.4
156052,129326,110236,88981,142474,2018-03-17,7168,4608,59.5,49.3,42.1,33.9,54.3
235357,180897,145898,104845,194366,2018-04-16,7168,4608,89.8,69.0,55.7,40.0,74.1
1026,294,51,1,292,2018-04-26,7168,4608,0.4,0.1,0.0,0.0,0.1
262114,261566,260578,257988,262026,2018-05-06,7168,4608,100.0,99.8,99.4,98.4,100.0
262142,262108,261149,258200,262144,2018-05-26,7168,4608,100.0,100.0,99.6,98.5,100.0
1163,126,25,3,24,2018-06-05,7168,4608,0.4,0.0,0.0,0.0,0.0
63760,45697,33856,23349,51965,2018-06-15,7168,4608,24.3,17.4,12.9,8.9,19.8
250080,219459,177646,121651,240669,2018-06-25,7168,4608,95.4,83.7,67.8,46.4,91.8
125095,96111,81271,66099,106321,2018-07-05,7168,4608,47.7,36.7,31.0,25.2,40.6
6589,3176,2119,1499,3509,2018-07-15,7168,4608,2.5,1.2,0.8,0.6,1.3
77346,37645,19294,8174,42087,2018-07-25,7168,4608,29.5,14.4,7.4,3.1,16.1
84682,56855,40877,26858,64773,2018-08-04,7168,4608,32.3,21.7,15.6,10.2,24.7
35630,20407,14320,9908,22479,2018-08-14,7168,4608,13.6,7.8,5.5,3.8,8.6
6801,3525,2176,979,4519,2018-08-24,7168,4608,2.6,1.3,0.8,0.4,1.7
129,20,7,1,0,2018-09-03,7168,4608,0.0,0.0,0.0,0.0,0.0
152292,127347,115896,102887,137627,2018-09-13,7168,4608,58.1,48.6,44.2,39.2,52.5
196158,144060,125380,108527,158736,2018-10-03,7168,4608,74.8,55.0,47.8,41.4,60.6
158728,130437,115530,100310,140322,2018-10-23,7168,4608,60.5,49.8,44.1,38.3,53.5
27750,21683,18399,14992,23945,2018-11-02,7168,4608,10.6,8.3,7.0,5.7,9.1
17533,12148,9751,7623,13889,2018-11-12,7168,4608,6.7,4.6,3.7,2.9,5.3
51496,36971,29354,23758,41014,2018-11-22,7168,4608,19.6,14.1,11.2,9.1,15.6
23975,14663,11893,8608,17433,2018-12-02,7168,4608,9.1,5.6,4.5,3.3,6.7
261120,249339,231276,209647,255858,2019-01-01,7168,4608,99.6,95.1,88.2,80.0,97.6
241055,206808,193751,178825,213956,2019-01-21,7168,4608,92.0,78.9,73.9,68.2,81.6
268,22,0,0,0,2019-02-20,7168,4608,0.1,0.0,0.0,0.0,0.0
144348,123798,110025,92758,130608,2019-03-02,7168,4608,55.1,47.2,42.0,35.4,49.8
11899,6743,4202,1582,7867,2019-03-12,7168,4608,4.5,2.6,1.6,0.6,3.0
171729,67058,46181,32213,74719,2019-04-11,7168,4608,65.5,25.6,17.6,12.3,28.5
217464,154002,124721,97583,163739,2019-04-21,7168,4608,83.0,58.7,47.6,37.2,62.5
261634,258926,248906,231910,260098,2019-05-01,7168,4608,99.8,98.8,95.0,88.5,99.2
448,35,3,0,0,2019-05-11,7168,4608,0.2,0.0,0.0,0.0,0.0
260712,249019,232145,201230,253822,2019-05-21,7168,4608,99.5,95.0,88.6,76.8,96.8
262144,262057,261433,257062,262144,2019-06-10,7168,4608,100.0,100.0,99.7,98.1,100.0
1016,143,40,1,68,2019-06-20,7168,4608,0.4,0.1,0.0,0.0,0.0
6288,4185,3293,2378,4700,2019-06-30,7168,4608,2.4,1.6,1.3,0.9,1.8
1173,196,52,6,131,2019-07-20,7168,4608,0.4,0.1,0.0,0.0,0.0
166827,121980,98009,75984,135938,2019-07-30,7168,4608,63.6,46.5,37.4,29.0,51.9
686,106,27,4,13,2019-08-09,7168,4608,0.3,0.0,0.0,0.0,0.0
103579,77999,61378,47703,88433,2016-12-22,7168,5120,39.5,29.8,23.4,18.2,33.7
156398,140921,129286,112994,146963,2017-01-01,7168,5120,59.7,53.8,49.3,43.1,56.1
258273,248351,236530,188784,251485,2017-01-11,7168,5120,98.5,94.7,90.2,72.0,95.9
74271,62341,52534,42397,67149,2017-02-10,7168,5120,28.3,23.8,20.0,16.2,25.6
190195,166662,150794,127047,175868,2017-02-20,7168,5120,72.6,63.6,57.5,48.5,67.1
239189,226021,217423,204553,230847,2017-03-02,7168,5120,91.2,86.2,82.9,78.0,88.1
1580,972,619,225,1068,2017-03-12,7168,5120,0.6,0.4,0.2,0.1,0.4
5,0,0,0,0,2017-04-01,7168,5120,0.0,0.0,0.0,0.0,0.0
22988,18551,15762,13178,20473,2017-04-11,7168,5120,8.8,7.1,6.0,5.0,7.8
219169,172357,139983,106262,187748,2017-05-01,7168,5120,83.6,65.7,53.4,40.5,71.6
20,2,0,0,0,2017-05-11,7168,5120,0.0,0.0,0.0,0.0,0.0
212641,161031,130169,101863,177915,2017-05-21,7168,5120,81.1,61.4,49.7,38.9,67.9
258684,247551,230204,194771,259521,2017-05-31,7168,5120,98.7,94.4,87.8,74.3,99.0
145625,108326,96716,89061,114389,2017-06-20,7168,5120,55.6,41.3,36.9,34.0,43.6
220111,146071,116724,95228,158441,2017-07-10,7168,5120,84.0,55.7,44.5,36.3,60.4
9,0,0,0,0,2017-07-20,7168,5120,0.0,0.0,0.0,0.0,0.0
255508,232540,217091,202697,239675,2017-07-30,7168,5120,97.5,88.7,82.8,77.3,91.4
10,0,0,0,0,2017-08-09,7168,5120,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0,2017-08-19,7168,5120,0.0,0.0,0.0,0.0,0.0
48297,35154,28312,21718,42405,2017-09-08,7168,5120,18.4,13.4,10.8,8.3,16.2
196034,116860,92047,77867,128430,2017-09-18,7168,5120,74.8,44.6,35.1,29.7,49.0
30368,17556,12160,4772,21973,2017-09-28,7168,5120,11.6,6.7,4.6,1.8,8.4
75676,59136,50943,42565,67538,2017-10-08,7168,5120,28.9,22.6,19.4,16.2,25.8
17,1,0,0,0,2017-10-28,7168,5120,0.0,0.0,0.0,0.0,0.0
50470,38230,29024,20056,44841,2017-11-07,7168,5120,19.3,14.6,11.1,7.7,17.1
79872,62644,54414,45826,68456,2017-11-17,7168,5120,30.5,23.9,20.8,17.5,26.1
178935,147146,127362,106394,160852,2017-11-27,7168,5120,68.3,56.1,48.6,40.6,61.4
27,2,0,0,0,2017-12-07,7168,5120,0.0,0.0,0.0,0.0,0.0
160494,138369,125410,110606,149408,2017-12-17,7168,5120,61.2,52.8,47.8,42.2,57.0
153960,126532,102400,78137,140229,2017-12-27,7168,5120,58.7,48.3,39.1,29.8,53.5
95502,65616,54227,40806,74071,2018-01-06,7168,5120,36.4,25.0,20.7,15.6,28.3
248804,219126,202203,178642,226349,2018-01-26,7168,5120,94.9,83.6,77.1,68.1,86.3
247684,234983,217406,203251,240497,2018-02-15,7168,5120,94.5,89.6,82.9,77.5,91.7
121574,94693,77334,59058,106681,2018-03-17,7168,5120,46.4,36.1,29.5,22.5,40.7
250905,224602,198054,165067,233777,2018-04-16,7168,5120,95.7,85.7,75.6,63.0,89.2
18,0,0,0,0,2018-04-26,7168,5120,0.0,0.0,0.0,0.0,0.0
261643,260069,256808,249973,261772,2018-05-06,7168,5120,99.8,99.2,98.0,95.4,99.9
262144,262143,261853,257212,262144,2018-05-26,7168,5120,100.0,100.0,99.9,98.1,100.0
154,2,0,0,0,2018-06-05,7168,5120,0.1,0.0,0.0,0.0,0.0
51792,28204,17263,8176,34033,2018-06-15,7168,5120,19.8,10.8,6.6,3.1,13.0
213803,144533,86865,44253,172525,2018-06-25,7168,5120,81.6,55.1,33.1,16.9,65.8
238337,198745,178598,154180,210229,2018-07-05,7168,5120,90.9,75.8,68.1,58.8,80.2
25073,15028,10716,6702,18655,2018-07-15,7168,5120,9.6,5.7,4.1,2.6,7.1
2786,78,14,1,63,2018-07-25,7168,5120,1.1,0.0,0.0,0.0,0.0
74712,43453,27142,13447,52481,2018-08-04,7168,5120,28.5,16.6,10.4,5.1,20.0
36272,22852,11296,5548,27302,2018-08-14,7168,5120,13.8,8.7,4.3,2.1,10.4
5958,3665,2192,1104,4389,2018-08-24,7168,5120,2.3,1.4,0.8,0.4,1.7
1,0,0,0,0,2018-09-03,7168,5120,0.0,0.0,0.0,0.0,0.0
174661,123406,105326,88867,138480,2018-09-13,7168,5120,66.6,47.1,40.2,33.9,52.8
220165,195753,182666,169009,206649,2018-10-03,7168,5120,84.0,74.7,69.7,64.5,78.8
241202,209192,196863,186578,218227,2018-10-23,7168,5120,92.0,79.8,75.1,71.2,83.2
23552,15584,10259,6219,19181,2018-11-02,7168,5120,9.0,5.9,3.9,2.4,7.3
123144,98977,84963,70283,112073,2018-11-12,7168,5120,47.0,37.8,32.4,26.8,42.8
180496,157303,142395,129246,167020,2018-11-22,7168,5120,68.9,60.0,54.3,49.3,63.7
11896,5548,4232,2777,6826,2018-12-02,7168,5120,4.5,2.1,1.6,1.1,2.6
261713,256448,246689,224954,260870,2019-01-01,7168,5120,99.8,97.8,94.1,85.8,99.5
204853,168124,151166,132188,177709,2019-01-21,7168,5120,78.1,64.1,57.7,50.4,67.8
34,0,0,0,0,2019-02-20,7168,5120,0.0,0.0,0.0,0.0,0.0
115664,98166,88144,77820,104075,2019-03-02,7168,5120,44.1,37.4,33.6,29.7,39.7
3214,1629,757,35,2075,2019-03-12,7168,5120,1.2,0.6,0.3,0.0,0.8
187688,112197,92960,81169,117401,2019-04-11,7168,5120,71.6,42.8,35.5,31.0,44.8
262144,262144,262144,262143,262144,2019-04-21,7168,5120,100.0,100.0,100.0,100.0,100.0
262046,260959,259188,255956,261379,2019-05-01,7168,5120,100.0,99.5,98.9,97.6,99.7
27,1,0,0,0,2019-05-11,7168,5120,0.0,0.0,0.0,0.0,0.0
262117,259579,245524,208481,261202,2019-05-21,7168,5120,100.0,99.0,93.7,79.5,99.6
262126,261878,260894,255918,262038,2019-06-10,7168,5120,100.0,99.9,99.5,97.6,100.0
68,4,0,0,0,2019-06-20,7168,5120,0.0,0.0,0.0,0.0,0.0
183,5,0,0,0,2019-06-30,7168,5120,0.1,0.0,0.0,0.0,0.0
78,3,0,0,0,2019-07-20,7168,5120,0.0,0.0,0.0,0.0,0.0
205849,152493,128497,103993,167310,2019-07-30,7168,5120,78.5,58.2,49.0,39.7,63.8
30,1,0,0,0,2019-08-09,7168,5120,0.0,0.0,0.0,0.0,0.0
95699,77698,68164,59207,84170,2016-12-22,7168,5632,36.5,29.6,26.0,22.6,32.1
165584,150165,135944,110293,156349,2017-01-01,7168,5632,63.2,57.3,51.9,42.1,59.6
255747,244696,230970,185139,247766,2017-01-11,7168,5632,97.6,93.3,88.1,70.6,94.5
81649,65507,52744,38872,73644,2017-02-10,7168,5632,31.1,25.0,20.1,14.8,28.1
181932,167814,155945,138829,176060,2017-02-20,7168,5632,69.4,64.0,59.5,53.0,67.2
259302,253410,243285,229312,257808,2017-03-02,7168,5632,98.9,96.7,92.8,87.5,98.3
22198,17158,12923,8300,20146,2017-03-12,7168,5632,8.5,6.5,4.9,3.2,7.7
510,0,0,0,0,2017-04-01,7168,5632,0.2,0.0,0.0,0.0,0.0
16626,8267,5415,3534,9567,2017-04-11,7168,5632,6.3,3.2,2.1,1.3,3.6
184438,122405,85114,61999,135259,2017-05-01,7168,5632,70.4,46.7,32.5,23.7,51.6
82,4,1,0,0,2017-05-11,7168,5632,0.0,0.0,0.0,0.0,0.0
166311,107404,81157,58440,120704,2017-05-21,7168,5632,63.4,41.0,31.0,22.3,46.0
244791,191210,139191,81447,220443,2017-05-31,7168,5632,93.4,72.9,53.1,31.1,84.1
1760,264,87,1,380,2017-06-20,7168,5632,0.7,0.1,0.0,0.0,0.1
261749,254297,238087,219627,257835,2017-07-10,7168,5632,99.8,97.0,90.8,83.8,98.4
61,0,0,0,0,2017-07-20,7168,5632,0.0,0.0,0.0,0.0,0.0
247682,221951,205169,188786,229500,2017-07-30,7168,5632,94.5,84.7,78.3,72.0,87.5
156,0,0,0,0,2017-08-09,7168,5632,0.1,0.0,0.0,0.0,0.0
24,0,0,0,0,2017-08-19,7168,5632,0.0,0.0,0.0,0.0,0.0
27848,17825,12841,7995,22508,2017-09-08,7168,5632,10.6,6.8,4.9,3.0,8.6
207653,164200,147555,134387,172769,2017-09-18,7168,5632,79.2,62.6,56.3,51.3,65.9
96812,70913,61989,48123,77466,2017-09-28,7168,5632,36.9,27.1,23.6,18.4,29.6
86119,70182,62725,55630,78992,2017-10-08,7168,5632,32.9,26.8,23.9,21.2,30.1
496,5,0,0,0,2017-10-28,7168,5632,0.2,0.0,0.0,0.0,0.0
17671,12150,9485,6306,14567,2017-11-07,7168,5632,6.7,4.6,3.6,2.4,5.6
147065,124321,112495,100405,133406,2017-11-17,7168,5632,56.1,47.4,42.9,38.3,50.9
